iter	MultiClass
276	0.06913655966
277	0.06899482222
278	0.06861867398
279	0.06846514146
280	0.06827505906
281	0.06813209736
282	0.06801018459
283	0.06787742096
284	0.06754631637
285	0.06745782663
286	0.06723848207
287	0.0671679156
288	0.06694296078
289	0.06689336789
290	0.06674643139
291	0.06645948018
292	0.06630792996
293	0.06625900259
294	0.06621091372
295	0.06612066659
296	0.06592140975
297	0.06587382648
298	0.06555887193
299	0.06540753211
300	0.06526926579
301	0.06493937627
302	0.0648517685
303	0.06472364953
304	0.06464092444
305	0.06452701691
306	0.06435414717
307	0.06428112179
308	0.06423725722
309	0.06406957658
310	0.06395823164
311	0.06377728682
312	0.06361242761
313	0.06342561828
314	0.06334756965
315	0.06306262913
316	0.0630158225
317	0.06297420272
318	0.06269314571
319	0.06248230471
320	0.0624119272
321	0.06237186162
322	0.06228294569
323	0.06208984594
324	0.06201733939
325	0.06192061618
326	0.0616461458
327	0.06160862248
328	0.06155186686
329	0.0615153636
330	0.06148195912
331	0.06141131064
332	0.06127349107
333	0.06123627341
334	0.06113816451
335	0.06096961819
336	0.06081075969
337	0.06073615114
338	0.06044226768
339	0.0602047383
340	0.06017102385
341	0.06003992106
342	0.05989450817
343	0.05976742944
344	0.05967237748
345	0.05952332176
346	0.05926850459
347	0.05902475229
348	0.05890268144
349	0.05878231542
350	0.0586494736
351	0.05857572627
352	0.05854361466
353	0.05846247683
354	0.05840087756
355	0.05832152055
356	0.05820307586
357	0.05811337115
358	0.05802478941
359	0.05800232848
360	0.0579374227
361	0.05767454259
362	0.05756278014
363	0.05731856019
364	0.0572877578
365	0.05723686992
366	0.05719696394
367	0.05709381013
368	0.0569888426
369	0.05675921919
370	0.05670466393
371	0.05662687374
372	0.05657594297
373	0.05639123895
374	0.05633865695
375	0.05628644483
376	0.05612006105
377	0.05608844884
378	0.05599438821
379	0.05596467979
380	0.05593925274
381	0.05575420936
382	0.05559749377
383	0.05555249393
384	0.05552353356
385	0.05537277921
386	0.05523560535
387	0.05500805702
388	0.05493901276
389	0.05476204372
390	0.05470529393
391	0.05460597841
392	0.05451774789
393	0.05440005367
394	0.05436318781
395	0.0543102033
396	0.05420505076
397	0.05413693195
398	0.05409752741
399	0.05400469437
400	0.05395964376
401	0.05382280274
402	0.05372262089
403	0.05367356311
404	0.05362750199
405	0.05358029849
406	0.05341841009
407	0.05338273309
408	0.05328503839
409	0.05321953185
410	0.05316664568
411	0.05311375562
412	0.05308625366
413	0.05297087884
414	0.05294408267
415	0.05284111576
416	0.05281507307
417	0.05271491366
418	0.05252814033
419	0.05240362076
420	0.05225764471
421	0.05219095505
422	0.05216032347
423	0.05206660671
424	0.05199151405
425	0.05183613322
426	0.05161636894
427	0.05149848794
428	0.05133649263
429	0.05131091277
430	0.05121510187
431	0.0511749168
432	0.05113171421
433	0.0510215115
434	0.05096739279
435	0.05094346492
436	0.05086158091
437	0.05073728057
438	0.05063550189
439	0.05049807311
440	0.05030107946
441	0.05018073741
442	0.05015267732
443	0.05006184095
444	0.04990978338
445	0.04986089719
446	0.04975160808
447	0.04969789349
448	0.04967511364
449	0.0496308243
450	0.04943859526
451	0.04938986359
452	0.04933839222
453	0.04915851357
454	0.04901606413
455	0.04893311402
456	0.04890981387
457	0.04873869213
458	0.04863807665
459	0.04854058263
460	0.04840525482
461	0.04837002397
462	0.04834709254
463	0.04833714445
464	0.04823600963
465	0.04821343304
466	0.04809595749
467	0.04797152169
468	0.04782917644
469	0.04777694067
470	0.04773179923
471	0.04768267288
472	0.04766077804
473	0.04757224803
474	0.04744393952
475	0.0473406249
476	0.04727895893
477	0.04718316809
478	0.04716270551
479	0.04704227019
480	0.04701598715
481	0.04696260817
482	0.04692007632
483	0.04673108275
484	0.04671188829
485	0.04662351048
486	0.04646786448
487	0.04644376862
488	0.04643226052
489	0.04638103213
490	0.04620108101
491	0.04616765557
492	0.04614780099
493	0.04600079002
494	0.04576079443
495	0.04572156007
496	0.04569768262
497	0.04566383154
498	0.04564041279
499	0.0455858881
500	0.04554380495
501	0.04550280121
502	0.04540628447
503	0.04536403969
504	0.04532288207
505	0.04523239083
506	0.04514154862
507	0.04497102952
508	0.04495278697
509	0.04487167624
510	0.04481994252
511	0.04479651381
512	0.04475998181
513	0.04473673442
514	0.04465465107
515	0.04461205179
516	0.04453357634
517	0.044461559
518	0.04442496751
519	0.04438500374
520	0.04429827059
521	0.04421947563
522	0.04419123063
523	0.04414929898
524	0.04412197403
525	0.04410281998
526	0.04401503332
527	0.04398830988
528	0.04395625683
529	0.04379632681
530	0.04377837439
531	0.04375254932
532	0.04367301553
533	0.04363536534
534	0.04358123526
535	0.04350178059
536	0.04340625129
537	0.04333914996
538	0.04329717185
539	0.04326513509
540	0.04325565641
541	0.04322072461
542	0.04314459075
543	0.04307519979
544	0.0430477683
545	0.0430034452
546	0.04284891102
547	0.04277891659
548	0.04271131749
549	0.04260357475
550	0.04257376435
551	0.0425082997
552	0.04248486323
553	0.04242184176
554	0.04235167722
555	0.04231707934
556	0.04229394921
557	0.04222043321
558	0.04220303017
559	0.04213401285
560	0.04202801387
561	0.04195876282
562	0.04192821804
563	0.04191153509
564	0.04188361206
565	0.04182425978
566	0.04178355594
567	0.04172613715
568	0.04158252044
569	0.0414238357
570	0.04135515869
571	0.04130933361
572	0.04123084021
573	0.04122234259
574	0.04112043142
575	0.04107948986
576	0.04104789804
577	0.04103160968
578	0.04092552847
579	0.0409024127
580	0.04081543018
581	0.04076044296
582	0.04073933613
583	0.04072288214
584	0.04067635909
585	0.04061302148
586	0.04052919801
587	0.04042550126
588	0.04040911853
589	0.04038886971
590	0.0403351845
591	0.04030666521
592	0.04024289852
593	0.0401646232
594	0.04009925449
595	0.0400520478
596	0.04003674397
597	0.04002163223
598	0.03992048513
599	0.03989257847
600	0.03986756463
601	0.03983483312
602	0.03980148192
603	0.03973809264
604	0.0397191282
605	0.03959580602
606	0.03953335502
607	0.03939539908
608	0.03937727115
609	0.039353765
610	0.03925474193
611	0.03916475148
612	0.03914308084
613	0.03901664791
614	0.03896457274
615	0.03890768618
616	0.03878157736
617	0.03872134449
618	0.03862276078
619	0.03854984703
620	0.03849065476
621	0.03835282536
622	0.03832268058
623	0.03830145916
624	0.03816804825
625	0.03808473149
626	0.03796190739
627	0.03790531293
628	0.03789131134
629	0.03787103061
630	0.03777006471
631	0.03775103535
632	0.03773718512
633	0.0376121055
634	0.03756232335
635	0.03753663446
636	0.03748266382
637	0.03746396333
638	0.03738571117
639	0.03736739664
640	0.03734213445
641	0.03732892015
642	0.03724618362
643	0.0371288359
644	0.03711461495
645	0.03699688603
646	0.03698396634
647	0.03694856595
648	0.03693506866
649	0.03691797068
650	0.03686608267
651	0.03684015808
652	0.03682252398
653	0.03680536079
654	0.03679670535
655	0.03671006001
656	0.0366561475
657	0.03663478515
658	0.03657624221
659	0.03655426486
660	0.03653799861
661	0.03649374847
662	0.03643873889
663	0.03640757559
664	0.03633178606
665	0.03627791539
666	0.03621219397
667	0.03617741651
668	0.03609411593
669	0.03603019397
670	0.0360136234
671	0.03593125262
672	0.0359021779
673	0.03587412622
674	0.03584862074
675	0.03582691728
676	0.03571832689
677	0.03570131981
678	0.03567056647
679	0.03564810706
680	0.03560078544
681	0.03553811445
682	0.03547708001
683	0.03546522577
684	0.03545349928
685	0.03540534027
686	0.03534599751
687	0.03527216459
688	0.03523633033
689	0.03513255583
690	0.03510155451
691	0.03503272124
692	0.03499654291
693	0.03494655101
694	0.03493480331
695	0.03487798078
696	0.03480062536
697	0.03478065856
698	0.03470246724
699	0.03467430199
700	0.03465706621
701	0.03461072834
702	0.03454859691
703	0.03448517268
704	0.03446277625
705	0.03439364345
706	0.0343778287
707	0.03422537832
708	0.0341603681
709	0.03412643133
710	0.03398657754
711	0.03395945063
712	0.03392665686
713	0.03391106249
714	0.0338957703
715	0.03388430466
716	0.03386255623
717	0.03381220191
718	0.03375030889
719	0.03367843101
720	0.03363676158
721	0.03358662283
722	0.03354625149
723	0.0335198424
724	0.03350823525
725	0.03346493753
726	0.03345353556
727	0.03341920641
728	0.03339326389
729	0.03338138732
730	0.03333287049
731	0.03329330186
732	0.0332770734
733	0.03323087792
734	0.03309503315
735	0.03307345373
736	0.03300241766
737	0.03298779504
738	0.03289669611
739	0.03283864891
740	0.03277803663
741	0.03268023546
742	0.03263366421
743	0.03257712643
744	0.03255360198
745	0.03249659942
746	0.0324743801
747	0.03246315342
748	0.0323367347
749	0.03231708144
750	0.03227231977
751	0.03225801466
752	0.03218670946
753	0.03217272772
754	0.03213119643
755	0.03211576342
756	0.03207095043
757	0.03205584595
758	0.03201589651
759	0.03199126166
760	0.03186037801
761	0.03177243222
762	0.03175324806
763	0.0317081912
764	0.03159080097
765	0.03155878864
766	0.03153953491
767	0.03144837912
768	0.03142793304
769	0.03138686029
770	0.031332539
771	0.03129192216
772	0.03128037105
773	0.0311654535
774	0.03115432535
775	0.03113678187
776	0.03110224775
777	0.03105272617
778	0.03100432991
779	0.03096783979
780	0.0309337741
781	0.03085226529
782	0.03081964882
783	0.03077883806
784	0.03069941734
785	0.0306445391
786	0.03062480758
787	0.03060238182
788	0.03052445788
789	0.03050720289
790	0.03047281023
791	0.03037587199
792	0.03029010198
793	0.03027965379
794	0.03022286294
795	0.03013502923
796	0.030044344
797	0.03000667531
798	0.029988657
799	0.02995335817
800	0.02994008366
801	0.02991271132
802	0.02989653764
803	0.02987105396
804	0.02985867017
805	0.02984266035
806	0.02978590335
807	0.02973070194
808	0.02967822142
809	0.02961875491
810	0.02958699654
811	0.02957831384
812	0.02956239138
813	0.02952584231
814	0.02943375585
815	0.02942367886
816	0.02939017598
817	0.02934037938
818	0.02929213031
819	0.02928010362
820	0.02923899993
821	0.02912502375
822	0.02911244903
823	0.02907561495
824	0.02906587815
825	0.02905006713
826	0.02903452897
827	0.02892378828
828	0.02891184244
829	0.02889947771
830	0.02888994107
831	0.02885746217
832	0.02882615652
833	0.02881693431
834	0.02880767306
835	0.02879641041
836	0.02870700475
837	0.02869190905
838	0.02868031434
839	0.02866933037
840	0.02863433104
841	0.02862474988
842	0.02859004515
843	0.02858110025
844	0.02853641737
845	0.02852139034
846	0.02846569458
847	0.02844950743
848	0.02836553912
849	0.02835478774
850	0.02834010981
851	0.02829612854
852	0.02828757287
853	0.02826407887
854	0.02820162065
855	0.02819120787
856	0.02818291007
857	0.02816860434
858	0.02815531054
859	0.02814717113
860	0.02811779633
861	0.02808291639
862	0.02806872727
863	0.02805469348
864	0.02803807437
865	0.02797824969
866	0.02794891618
867	0.02792278205
868	0.02789403841
869	0.02788601248
870	0.02781919978
871	0.027791528
872	0.0277807303
873	0.02772525138
874	0.0277056169
875	0.02768626683
876	0.02767810462
877	0.02765052654
878	0.02764059813
879	0.02759908536
880	0.02753219009
881	0.02752267209
882	0.02744952051
883	0.02742842476
884	0.02735182325
885	0.02730547729
886	0.02728427452
887	0.02725684168
888	0.02721294508
889	0.02720920232
890	0.02717641807
891	0.02716359765
892	0.02715821757
893	0.02714616285
894	0.0271014176
895	0.02707443163
896	0.02706673036
897	0.02703450306
898	0.02701942366
899	0.02698763214
900	0.0269561
901	0.02687928975
902	0.02687168853
903	0.02686224288
904	0.02684840467
905	0.02684086285
906	0.02678977297
907	0.02678048725
908	0.02676881206
909	0.02669695795
910	0.02668973933
911	0.02663168302
912	0.02662250618
913	0.02660646539
914	0.02657996337
915	0.02651312419
916	0.02643886446
917	0.02641308608
918	0.02640167228
919	0.02631068103
920	0.02628233791
921	0.02627116029
922	0.02624750361
923	0.02623866011
924	0.02623026378
925	0.02619894713
926	0.02616875068
927	0.02615448349
928	0.02614160997
929	0.02613460837
930	0.02607870894
931	0.02607169693
932	0.02597777446
933	0.0259554131
934	0.02592483885
935	0.0258989101
936	0.02587990422
937	0.0258417774
938	0.02578152098
939	0.02575156151
940	0.02574315515
941	0.02573713303
942	0.0257277545
943	0.02570110582
944	0.02566982774
945	0.02566074893
946	0.02565390479
947	0.02561227681
948	0.02552166866
949	0.02545181984
950	0.02541360358
951	0.02535134432
952	0.02532822118
953	0.02527754496
954	0.02525208607
955	0.02522419822
956	0.02520035962
957	0.02514741998
958	0.0251122091
959	0.02509451828
960	0.02508788165
961	0.02507112752
962	0.02505947956
963	0.02502014372
964	0.02498160481
965	0.02497098957
966	0.02494723075
967	0.02491945552
968	0.02489709663
969	0.02487991236
970	0.02484351784
971	0.02483535312
972	0.02481504816
973	0.02480651829
974	0.02476838343
975	0.02472319933
976	0.02466706161
977	0.02463129475
978	0.02459618431
979	0.0245837759
980	0.02456198758
981	0.02454607234
982	0.02449305083
983	0.02446745434
984	0.02444262801
985	0.02440858096
986	0.02439741366
987	0.02438679134
988	0.02434334893
989	0.0243142048
990	0.02423215933
991	0.02420872782
992	0.02418256368
993	0.02417102668
994	0.02413634858
995	0.02409662626
996	0.02408868402
997	0.02402706292
998	0.02401451523
999	0.0239970449
1000	0.02394578107
1001	0.0239125718
1002	0.02390188187
1003	0.02388135842
1004	0.02387503296
1005	0.0238337067
1006	0.02381863898
1007	0.02380826839
1008	0.02379640896
1009	0.0237713917
1010	0.02376116834
1011	0.02374640976
1012	0.02372997166
1013	0.02369300501
1014	0.02368550242
1015	0.02367518393
1016	0.02366522376
1017	0.02365664625
1018	0.0236048114
1019	0.02359849431
1020	0.02359230872
1021	0.0235776638
1022	0.02357152279
1023	0.02356153793
1024	0.0235403663
1025	0.02352158156
1026	0.02351923053
1027	0.02351188143
1028	0.02349768375
1029	0.02347734573
1030	0.0234353138
1031	0.02341957108
1032	0.02336954268
1033	0.02336042915
1034	0.02335426664
1035	0.02333869326
1036	0.02331991767
1037	0.02331195111
1038	0.02328820166
1039	0.02326921338
1040	0.023220657
1041	0.02320692939
1042	0.02319318308
1043	0.02317204298
1044	0.02315026055
1045	0.02309589404
1046	0.023088031
1047	0.02306718279
1048	0.02305831843
1049	0.02302662414
1050	0.02301884847
1051	0.02300560182
1052	0.0230036137
1053	0.02299752933
1054	0.0229817158
1055	0.02294661609
1056	0.02293459836
1057	0.02291134405
1058	0.02288093449
1059	0.02286911492
1060	0.02281256066
1061	0.02276230921
1062	0.02275647932
1063	0.02268230024
1064	0.02266903342
1065	0.02266147421
1066	0.02265460024
1067	0.02264520725
1068	0.02262181206
1069	0.0225837876
1070	0.02257608457
1071	0.02255786403
1072	0.02253512282
1073	0.0225173711
1074	0.02250895366
1075	0.0224723684
1076	0.0224665148
1077	0.02243332225
1078	0.02239610483
1079	0.0223781967
1080	0.02235387269
1081	0.02234292311
1082	0.02233681838
1083	0.0223190586
1084	0.02231333797
1085	0.02230767329
1086	0.02229466059
1087	0.02228181186
1088	0.02227618167
1089	0.02225790088
1090	0.02225234846
1091	0.02222940821
1092	0.02220704938
1093	0.02219426757
1094	0.02218711232
1095	0.02218007296
1096	0.02215758484
1097	0.02212607129
1098	0.02207147554
1099	0.02204959215
1100	0.02202689384
1101	0.02202127893
1102	0.02200299083
1103	0.02197331437
1104	0.02195594654
1105	0.02194740445
1106	0.02194075902
1107	0.02192369156
1108	0.02191834256
1109	0.02190312876
1110	0.02189778725
1111	0.02187890515
1112	0.02186228582
1113	0.02181026057
1114	0.0217890059
1115	0.02178267225
1116	0.02176654468
1117	0.02175471355
1118	0.02172311105
1119	0.02172161471
1120	0.02171217334
1121	0.02170697238
1122	0.02169306969
1123	0.02168628486
1124	0.02166572476
1125	0.02163767598
1126	0.02163237636
1127	0.02161519301
1128	0.02160898054
1129	0.02155858037
1130	0.02155207868
1131	0.02153197285
1132	0.02150455993
1133	0.0214903807
1134	0.02148388473
1135	0.02147892303
1136	0.02145914988
1137	0.02145025191
1138	0.02140818016
1139	0.02137456587
1140	0.02135586827
1141	0.02131324714
1142	0.02130290008
1143	0.02129666035
1144	0.02129052248
1145	0.02127100931
1146	0.02126777941
1147	0.02125837028
1148	0.02124568642
1149	0.02124099807
1150	0.02117735728
1151	0.02115729915
1152	0.02113601096
1153	0.02111737357
1154	0.02111078924
1155	0.02108839232
1156	0.02106935233
1157	0.0210360977
1158	0.02103009322
1159	0.02099593256
1160	0.02097714786
1161	0.02093743338
1162	0.02092124619
1163	0.02090227977
1164	0.02089747712
1165	0.02089272192
1166	0.02088309931
1167	0.02087536324
1168	0.02086362886
1169	0.02085903653
1170	0.02083229716
1171	0.02081573794
1172	0.02076903249
1173	0.02073913206
1174	0.02072099887
1175	0.02071165435
1176	0.02070456488
1177	0.02067341664
1178	0.0206633519
1179	0.02064785043
1180	0.02062199827
1181	0.02061338354
1182	0.02058888818
1183	0.02057830981
1184	0.02057068091
1185	0.02054074343
1186	0.02052936143
1187	0.02050711275
1188	0.02050259139
1189	0.02046315574
1190	0.02043406087
1191	0.02043054805
1192	0.02042612577
1193	0.02040560492
1194	0.02035404301
1195	0.0203390538
1196	0.0203243258
1197	0.02029551938
1198	0.02029001786
1199	0.02028606512
1200	0.02028162913
1201	0.02025339422
1202	0.02021660182
1203	0.02020174204
1204	0.02019012964
1205	0.02018471268
1206	0.02017937174
1207	0.02015352229
1208	0.02011383649
1209	0.02007786422
1210	0.02006940701
1211	0.0200325364
1212	0.02002418615
1213	0.02001874989
1214	0.02001339474
1215	0.02000811796
1216	0.01996725125
1217	0.01996090632
1218	0.01994678415
1219	0.01994252311
1220	0.01993829957
1221	0.01992440744
1222	0.01992021376
1223	0.01985959366
1224	0.01985553332
1225	0.01982006697
1226	0.0197966721
1227	0.01975759304
1228	0.01974902995
1229	0.01974403621
1230	0.01973682778
1231	0.01973283095
1232	0.01969801918
1233	0.01965963497
1234	0.01965571341
1235	0.01965164356
1236	0.019626806
1237	0.01959737874
1238	0.01959376063
1239	0.01957691186
1240	0.01957285405
1241	0.0195449221
1242	0.01953648734
1243	0.01950982961
1244	0.01950197471
1245	0.01948774609
1246	0.01946467683
1247	0.01944828309
1248	0.01944321289
1249	0.01943259771
1250	0.01941983501
1251	0.01941165932
1252	0.01939547803
1253	0.01938762571
1254	0.01937993822
1255	0.01937181361
1256	0.01933449269
1257	0.01929349757
1258	0.0192809554
1259	0.01926862043
1260	0.01925526163
1261	0.01924984028
1262	0.01924580965
1263	0.01924016909
1264	0.01922359569
1265	0.01920766661
1266	0.019193277
1267	0.01918021054
1268	0.01913208757
1269	0.01912663095
1270	0.01912312771
1271	0.01910815709
1272	0.01910409462
1273	0.01909095834
1274	0.01908379805
1275	0.01904764449
1276	0.01902572754
1277	0.01900198523
1278	0.01898695952
1279	0.01898206193
1280	0.01897901507
1281	0.01896001587
1282	0.01894805056
1283	0.01892627196
1284	0.01887174379
1285	0.01885533594
1286	0.01885128051
1287	0.01881063934
1288	0.01877070012
1289	0.01875697478
1290	0.01874228527
1291	0.01873638215
1292	0.01873245181
1293	0.01871553438
1294	0.01871084689
1295	0.01869742125
1296	0.01866400035
1297	0.01866099052
1298	0.01864977658
1299	0.01864511599
1300	0.0186190569
1301	0.01861742829
1302	0.0186046032
1303	0.01858923445
1304	0.01855066629
1305	0.01854566796
1306	0.01853890968
1307	0.0185247363
1308	0.0185181394
1309	0.01851328251
1310	0.01849394833
1311	0.0184902022
1312	0.01848648566
1313	0.01846764258
1314	0.01845248709
1315	0.01843822906
1316	0.01843300173
1317	0.01842288716
1318	0.01839098729
1319	0.01838140898
1320	0.01836362818
1321	0.01835515166
1322	0.01834678142
1323	0.01834287192
1324	0.01833813525
1325	0.01831222613
1326	0.01826937466
1327	0.01823870793
1328	0.01823405198
1329	0.01822584014
1330	0.01822192251
1331	0.01817994945
1332	0.01817606392
1333	0.01816283055
1334	0.01811252031
1335	0.01810862286
1336	0.01810380887
1337	0.01809249304
1338	0.01806613904
1339	0.01805318865
1340	0.01805076546
1341	0.01804951587
1342	0.01803241702
1343	0.01802717152
1344	0.01802248814
1345	0.01799238535
1346	0.01796275447
1347	0.01795126507
1348	0.01792212559
1349	0.01788213097
1350	0.01787303367
1351	0.01784757334
1352	0.01782312068
1353	0.01780967252
1354	0.01780070482
1355	0.01776722467
1356	0.01773494395
1357	0.01772243474
1358	0.01771365033
1359	0.01770374048
1360	0.01767921562
1361	0.01767557102
1362	0.01766933861
1363	0.01766489249
1364	0.01765880472
1365	0.01765522651
1366	0.0176311111
1367	0.01760744052
1368	0.01760389667
1369	0.017596521
1370	0.01758630298
1371	0.01758170325
1372	0.01757717284
1373	0.01756643753
1374	0.01753394217
1375	0.01749816367
1376	0.01749362898
1377	0.01748600685
1378	0.01747627451
1379	0.01747095398
1380	0.0174657014
1381	0.01745701785
1382	0.01743471725
1383	0.01742897109
1384	0.0174246312
1385	0.01741509523
1386	0.0174033195
1387	0.01739443693
1388	0.01739013044
1389	0.01738303563
1390	0.0173475299
1391	0.01734330044
1392	0.01733997611
1393	0.01733531831
1394	0.0173259734
1395	0.01732263055
1396	0.01729084998
1397	0.01726429541
1398	0.01725409668
1399	0.01725005065
1400	0.01724605537
1401	0.01723461852
1402	0.01722875128
1403	0.01720470687
1404	0.01719688954
1405	0.01719159105
1406	0.01715926577
1407	0.01713934454
1408	0.01713443057
1409	0.01712311114
1410	0.01712202022
1411	0.01710254887
1412	0.01709128283
1413	0.01706542081
1414	0.0170604903
1415	0.01705506252
1416	0.01703714547
1417	0.01703219845
1418	0.01702704171
1419	0.01699693419
1420	0.0169889563
1421	0.01698407806
1422	0.01698082804
1423	0.01697678858
1424	0.01696459291
1425	0.01696065609
1426	0.0169576397
1427	0.01695252068
1428	0.01694661409
1429	0.01694116483
1430	0.01693537306
1431	0.01692561127
1432	0.01692257036
1433	0.01690771113
1434	0.01688304925
1435	0.0168786388
1436	0.01685429598
1437	0.01684323534
1438	0.01682063058
1439	0.01680993002
1440	0.01680566262
1441	0.01679185075
1442	0.01678405854
1443	0.01677437944
1444	0.01676882159
1445	0.01675193804
1446	0.0167447121
1447	0.01670791686
1448	0.01669136699
1449	0.01668557459
1450	0.01667699131
1451	0.01667266945
1452	0.01666877794
1453	0.01666577172
1454	0.01664376254
1455	0.01664111019
1456	0.01659819404
1457	0.01657671759
1458	0.01657372368
1459	0.01656522731
1460	0.01655131698
1461	0.0165475239
1462	0.01652009468
1463	0.01651529038
1464	0.01650732468
1465	0.01648352289
1466	0.01647393191
1467	0.01645773508
1468	0.01644445704
1469	0.01643687631
1470	0.01642327907
1471	0.01642031633
1472	0.01641083208
1473	0.01639065805
1474	0.01638651914
1475	0.01637866551
1476	0.01636876755
1477	0.01634945372
1478	0.01634625947
1479	0.01634544518
1480	0.0163350711
1481	0.01630982043
1482	0.01628990676
1483	0.01628058028
1484	0.016272821
1485	0.01624207218
1486	0.01623814892
1487	0.01622800632
1488	0.01620994213
1489	0.01618919651
1490	0.01618077057
1491	0.0161581386
1492	0.01615520677
1493	0.016132816
1494	0.0161102383
1495	0.01610081588
1496	0.01608734025
1497	0.01608231536
1498	0.01605904492
1499	0.01604851703
