iter	RMSE
825	0.2568769124
826	0.2567874849
827	0.2566324942
828	0.2564303612
829	0.2563867165
830	0.2561925813
831	0.2561499365
832	0.2559173643
833	0.2558440415
834	0.2556929043
835	0.2556506451
836	0.2554939234
837	0.2554526087
838	0.2553193108
839	0.2552007038
840	0.2549685128
841	0.2547305678
842	0.2546589044
843	0.2545302341
844	0.254449266
845	0.2542652921
846	0.2540398921
847	0.2539703479
848	0.2539292787
849	0.2537738543
850	0.2536244243
851	0.2535568649
852	0.2534324766
853	0.2533186809
854	0.2531987857
855	0.2530218516
856	0.25294463
857	0.2529044187
858	0.2527298775
859	0.2525022283
860	0.2523493552
861	0.2521701154
862	0.2519484764
863	0.2518115135
864	0.2515962128
865	0.2515558033
866	0.2514077053
867	0.2513682928
868	0.2512214613
869	0.2511566089
870	0.2510460291
871	0.2508263631
872	0.2507582562
873	0.2505791178
874	0.2505053091
875	0.2504393393
876	0.2502902182
877	0.2501296508
878	0.2499750791
879	0.2498029172
880	0.2496987426
881	0.2494757326
882	0.2493066425
883	0.2491749859
884	0.2490847096
885	0.2489970016
886	0.2488490278
887	0.2487104948
888	0.2486253921
889	0.2485832155
890	0.2484399295
891	0.2482896309
892	0.2480828052
893	0.2479151453
894	0.2478488757
895	0.2478090144
896	0.2476442744
897	0.2474325
898	0.2473610542
899	0.2473220929
900	0.2472841139
901	0.2471496032
902	0.2470656559
903	0.2469381774
904	0.2467237716
905	0.2465612563
906	0.2463576244
907	0.2462946726
908	0.2461463064
909	0.2461089319
910	0.2459388823
911	0.2458737373
912	0.2458373269
913	0.2456982337
914	0.2455877082
915	0.2454610009
916	0.2453782077
917	0.2451541248
918	0.2450915162
919	0.2449429202
920	0.2447954333
921	0.244751247
922	0.2446703146
923	0.2445382137
924	0.2443949303
925	0.2443582781
926	0.2442243675
927	0.2441886582
928	0.244049039
929	0.2439696707
930	0.2438354879
931	0.2436936811
932	0.2435551857
933	0.2433529819
934	0.2433124918
935	0.2431513413
936	0.2429885775
937	0.2428279462
938	0.2427925734
939	0.2427195545
940	0.2426850429
941	0.2426272721
942	0.2424725006
943	0.2424085318
944	0.2422774837
945	0.2421729683
946	0.2421115585
947	0.241981829
948	0.2419038454
949	0.2417008739
950	0.2415801467
951	0.2415033997
952	0.2414288186
953	0.2413038997
954	0.2411701481
955	0.2410262707
956	0.2408707693
957	0.2407650337
958	0.2406148061
959	0.2404210666
960	0.2401995717
961	0.2401582455
962	0.2400851337
963	0.2400140488
964	0.2398751602
965	0.2396754137
966	0.2396370654
967	0.2395761944
968	0.2394496969
969	0.2393146256
970	0.2391850505
971	0.2390615012
972	0.2389406138
973	0.2388704271
974	0.2388332975
975	0.2386930055
976	0.2386561612
977	0.2386202907
978	0.2385017479
979	0.2383736613
980	0.2382408087
981	0.238200775
982	0.2381318034
983	0.2379808716
984	0.2379137213
985	0.23785447
986	0.2378010013
987	0.2377268005
988	0.237690411
989	0.2375614524
990	0.2374391872
991	0.2374038984
992	0.2373695244
993	0.2372551761
994	0.2372037568
995	0.2370991004
996	0.2369836463
997	0.23682884
998	0.2366782434
999	0.2365314525
1000	0.2364979999
1001	0.2363704345
1002	0.2362211482
1003	0.2361884297
1004	0.2360022908
1005	0.2357829476
1006	0.2357239761
1007	0.2356063397
1008	0.2355736772
1009	0.2354308676
1010	0.2353989319
1011	0.2351850199
1012	0.2350630656
1013	0.2349210648
1014	0.2347129336
1015	0.2346552276
1016	0.2344333253
1017	0.2342998161
1018	0.234187768
1019	0.2341527667
1020	0.2340810077
1021	0.2340647831
1022	0.2338517911
1023	0.233785401
1024	0.233751342
1025	0.2336305109
1026	0.2335023882
1027	0.2333569335
1028	0.2331717093
1029	0.2330722601
1030	0.2328892081
1031	0.2328324318
1032	0.2327176822
1033	0.2325800168
1034	0.2323762343
1035	0.2322654081
1036	0.2321526385
1037	0.2320864072
1038	0.2318856433
1039	0.2317442791
1040	0.2317117105
1041	0.2315866262
1042	0.2315548977
1043	0.2315239728
1044	0.2314154767
1045	0.2312755493
1046	0.2312102665
1047	0.2311019978
1048	0.2310384024
1049	0.2309673265
1050	0.2309513815
1051	0.2307377076
1052	0.2306218374
1053	0.2304849678
1054	0.2304545757
1055	0.2302758935
1056	0.2301334828
1057	0.2301038052
1058	0.2299931359
1059	0.2298025424
1060	0.2296806328
1061	0.2295190845
1062	0.2293456758
1063	0.2292063288
1064	0.2291769139
1065	0.2290412214
1066	0.2289730044
1067	0.2289568853
1068	0.2289280652
1069	0.2288137757
1070	0.228709134
1071	0.2286593968
1072	0.2285234011
1073	0.2284950066
1074	0.2283897986
1075	0.2282874447
1076	0.2280880155
1077	0.2279503142
1078	0.2278926068
1079	0.2277852629
1080	0.2275732725
1081	0.2274438775
1082	0.2273877372
1083	0.2272568652
1084	0.227062477
1085	0.2270005098
1086	0.2269848209
1087	0.2267816239
1088	0.2266593596
1089	0.2266045903
1090	0.2264152133
1091	0.2262798017
1092	0.2261103149
1093	0.2260497404
1094	0.2260343484
1095	0.2259383508
1096	0.2258050871
1097	0.2256095463
1098	0.2255504808
1099	0.2254397654
1100	0.2253037449
1101	0.2251327805
1102	0.2250643124
1103	0.2248742329
1104	0.2246999127
1105	0.2245965505
1106	0.2244937946
1107	0.2243672604
1108	0.2243372014
1109	0.2242785382
1110	0.2242634026
1111	0.2242340752
1112	0.2241799247
1113	0.2240608052
1114	0.2239252188
1115	0.2237709794
1116	0.2236379658
1117	0.2234827351
1118	0.2233766831
1119	0.2232722647
1120	0.2230854933
1121	0.2229542469
1122	0.222886881
1123	0.2228715155
1124	0.2228429398
1125	0.2227954409
1126	0.2227307058
1127	0.2227026857
1128	0.222576766
1129	0.2225493654
1130	0.2223618465
1131	0.2223467947
1132	0.2222322758
1133	0.2221328773
1134	0.2220003617
1135	0.2218786966
1136	0.2216958561
1137	0.2215060206
1138	0.2213922484
1139	0.2212916991
1140	0.2212376745
1141	0.2211106055
1142	0.2210146168
1143	0.220854458
1144	0.2207300686
1145	0.2207018947
1146	0.2206744375
1147	0.2204913383
1148	0.2204763423
1149	0.220311893
1150	0.2202550828
1151	0.2200756889
1152	0.2200205007
1153	0.2200058228
1154	0.2199090324
1155	0.2198059537
1156	0.2197063399
1157	0.2196617967
1158	0.2195399756
1159	0.2194479939
1160	0.2193517364
1161	0.2192973645
1162	0.2191456153
1163	0.2190464863
1164	0.2189310777
1165	0.21880652
1166	0.2186321885
1167	0.2185361056
1168	0.2184821587
1169	0.2183253607
1170	0.2182057192
1171	0.218178006
1172	0.2180028522
1173	0.2178225443
1174	0.2177084756
1175	0.217675447
1176	0.21761047
1177	0.2175791908
1178	0.2174551292
1179	0.2172839661
1180	0.2171105214
1181	0.2170670392
1182	0.216959943
1183	0.2169062317
1184	0.2168136659
1185	0.2167810118
1186	0.216666718
1187	0.2165695803
1188	0.2164214005
1189	0.2163680154
1190	0.2162743473
1191	0.2162222884
1192	0.2161316902
1193	0.2159517501
1194	0.2158896873
1195	0.2157523882
1196	0.2155865805
1197	0.2154748201
1198	0.2154473181
1199	0.2154205314
1200	0.2153159941
1201	0.2152899583
1202	0.2151472529
1203	0.2150258275
1204	0.2148967848
1205	0.2147550532
1206	0.2145857186
1207	0.2144644729
1208	0.2144393019
1209	0.2144147711
1210	0.2142986513
1211	0.2142746673
1212	0.2141059349
1213	0.2139317386
1214	0.2139175927
1215	0.2137990402
1216	0.2137335525
1217	0.2137194604
1218	0.2136247483
1219	0.2134720788
1220	0.2133777654
1221	0.2133367509
1222	0.2132739333
1223	0.2131833883
1224	0.2130765513
1225	0.2130251538
1226	0.2129333794
1227	0.2128220032
1228	0.212657062
1229	0.2126263487
1230	0.2125726064
1231	0.2124121096
1232	0.2123980694
1233	0.2122297803
1234	0.212135887
1235	0.2120307037
1236	0.2119906674
1237	0.2118822407
1238	0.2117255869
1239	0.2116350764
1240	0.2114700567
1241	0.2114172088
1242	0.2113306093
1243	0.2112237515
1244	0.2111858659
1245	0.211128186
1246	0.2110022963
1247	0.2109018408
1248	0.2108029924
1249	0.210778061
1250	0.2107537707
1251	0.2106314345
1252	0.2105935627
1253	0.2105018769
1254	0.2104782249
1255	0.210383559
1256	0.2103605548
1257	0.2103101575
1258	0.2101694274
1259	0.2100312989
1260	0.2099436749
1261	0.2098544302
1262	0.2097680971
1263	0.2096630721
1264	0.209614489
1265	0.2095127991
1266	0.2093789762
1267	0.209279858
1268	0.2091334179
1269	0.2090859647
1270	0.2089298427
1271	0.2088330019
1272	0.2087223698
1273	0.2085841646
1274	0.2085378538
1275	0.2083686975
1276	0.2083159702
1277	0.2082255878
1278	0.2081408084
1279	0.2080951099
1280	0.2079944344
1281	0.2078901598
1282	0.2077393672
1283	0.2076442949
1284	0.2074851566
1285	0.2073212387
1286	0.2072284908
1287	0.2070959017
1288	0.2070109674
1289	0.2069663008
1290	0.2068571837
1291	0.2067646789
1292	0.2067344629
1293	0.2065770242
1294	0.2065631521
1295	0.2064442234
1296	0.2062979362
1297	0.2062072261
1298	0.2061008503
1299	0.2059992286
1300	0.2059176265
1301	0.2058361409
1302	0.2057456294
1303	0.2056431337
1304	0.2055991288
1305	0.2055091322
1306	0.2054728098
1307	0.205407978
1308	0.2053098354
1309	0.2052235771
1310	0.2050631246
1311	0.2050389323
1312	0.2050153792
1313	0.2049256725
1314	0.2048913322
1315	0.2047983431
1316	0.20470211
1317	0.2046790345
1318	0.2045916769
1319	0.2044403337
1320	0.2043510337
1321	0.2042970081
1322	0.2042029232
1323	0.2041141397
1324	0.2039800431
1325	0.2039366
1326	0.203775413
1327	0.2036577658
1328	0.2035314612
1329	0.2034524985
1330	0.2033732584
1331	0.2033216738
1332	0.2032277168
1333	0.2031290292
1334	0.2030425457
1335	0.2028850843
1336	0.2027915585
1337	0.202778324
1338	0.2026744129
1339	0.2025346091
1340	0.2024483482
1341	0.2022970082
1342	0.2021677626
1343	0.2021250766
1344	0.2020406141
1345	0.2019986385
1346	0.2019016731
1347	0.2018065809
1348	0.2017161536
1349	0.201567282
1350	0.2014815521
1351	0.2014304468
1352	0.2014069639
1353	0.2013233602
1354	0.2012335776
1355	0.2012106359
1356	0.2011274934
1357	0.2010078333
1358	0.2009854022
1359	0.2009040944
1360	0.2007489261
1361	0.2007270122
1362	0.2006010547
1363	0.2004782467
1364	0.2003298375
1365	0.2002131191
1366	0.2000780963
1367	0.1999546254
1368	0.1998779533
1369	0.1998022529
1370	0.1997131161
1371	0.1996324585
1372	0.1995911726
1373	0.1994461455
1374	0.1993651728
1375	0.1992715793
1376	0.19916636
1377	0.1990593233
1378	0.1989702896
1379	0.1988484631
1380	0.1987571338
1381	0.1987347756
1382	0.1985902978
1383	0.1984865791
1384	0.1983990001
1385	0.1982574615
1386	0.1982056159
1387	0.198183357
1388	0.1980996855
1389	0.1980112809
1390	0.1979896353
1391	0.1979685373
1392	0.1978859734
1393	0.1978361218
1394	0.1977327393
1395	0.1976475612
1396	0.19762688
1397	0.1974887127
1398	0.1974085247
1399	0.1973242246
1400	0.1973036093
1401	0.1972239886
1402	0.1971076941
1403	0.1970430767
1404	0.1970228395
1405	0.1970094633
1406	0.1969315692
1407	0.1968969381
1408	0.1968349233
1409	0.1968149732
1410	0.1967855834
1411	0.1967097127
1412	0.1966966805
1413	0.1965827709
1414	0.1964829789
1415	0.1963650143
1416	0.1963320541
1417	0.1963122024
1418	0.1962288875
1419	0.1962095619
1420	0.1961494497
1421	0.1961305722
1422	0.1960989081
1423	0.1960485203
1424	0.195972431
1425	0.1958986174
1426	0.1958061761
1427	0.1956965863
1428	0.1955756389
1429	0.1954752475
1430	0.1953854027
1431	0.1953344949
1432	0.1952196787
1433	0.1950743544
1434	0.195055618
1435	0.1949255022
1436	0.194824058
1437	0.1947412155
1438	0.1947225647
1439	0.1946106433
1440	0.1945606116
1441	0.1945424296
1442	0.194466901
1443	0.1944188797
1444	0.1943224809
1445	0.1942110819
1446	0.1941929636
1447	0.1941127407
1448	0.1940075597
1449	0.1939459933
1450	0.1939283262
1451	0.1938158847
1452	0.1937202789
1453	0.1936614407
1454	0.1936312585
1455	0.1936030137
1456	0.193492897
1457	0.1933859203
1458	0.193304665
1459	0.1931846161
1460	0.193134901
1461	0.1930740115
1462	0.1930328058
1463	0.1929606613
1464	0.1928859072
1465	0.1928377425
1466	0.1927591298
1467	0.192634323
1468	0.1925866257
1469	0.1924423839
1470	0.192308835
1471	0.1922162093
1472	0.1921076947
1473	0.1920941996
1474	0.1920543977
1475	0.1919730633
1476	0.1918684696
1477	0.1917524927
1478	0.191660086
1479	0.191573625
1480	0.1915154504
1481	0.1914682667
1482	0.1913300231
1483	0.1912525297
1484	0.191207218
1485	0.1911894065
1486	0.1910718806
1487	0.1910287396
1488	0.1909228247
1489	0.1908660853
1490	0.1908244695
1491	0.1907845766
1492	0.1906732768
1493	0.1905323171
1494	0.1904452219
1495	0.1903359703
1496	0.1902329221
1497	0.1901048636
1498	0.1900292236
1499	0.1900111889
